CUID,RUID,SSN,first name,middle initial,last name,street number,street name,apartment number,city,state,zipcode
17335,36799,372465238,Boyett,B,Mszanowski,,PO Box 2241,,Savery,WY,82332
17335,17335,372465238,Boyett,B,Mszanowski,,PO Box 2241,,Savery,WY,82332
17337,17337,0,Ism,D,Woodhull,304,Aubrie,8k7,Carrie,KY,41725
17338,34413,0,Dejongh,E,Chris,499,Rayne Road,0y4,Abetrdeen,SD,57402
17338,36025,0,Dejongh,E,Chris,499,Rayne Road,0y4,Aberdeen,SD,57402
17338,17338,0,Dejongh,E,Chris,499,Rayne Road,0y4,Aberdeen,SD,57402
17341,17341,118561178,Zugarramurdi,J,Nygren,107,Tamey Lane,7l1,Sand Creek,WI,54765
17342,17342,0,Aguiniga,F,Raedene,172,Shoichiro Road,1a5,Willmar,MN,56201
17343,17343,273235385,Milsid,Q,Musette,537,Consolini Avenue,7j2,Post Falls,ID,83854
17343,30875,273435382,Mklsid,Q,Musette,537,Consoljini Av,7j2,Post Falls,ID,83854
17343,21584,273235385,Milsid,Q,Musette,537,Consolini Avenue,7j2,Post Falls,ID,83854
17346,17346,348582851,Rajala,W,Gargulak,730,Rehmert Avenue,6n2,Wilmington,DE,19898
17347,17347,101357514,Kotval,,Fleischer,435,Caressa Rd,7m7,Central City,CO,80427
17348,19111,376041468,Khng,,Nakanishi,,P Box 176,,Trafford,AL,35172
17348,17348,376041468,Khng,,Nakanishi,,PO Box 176,,Trafford,AL,35172
17348,22310,376041468,Khng,,Nakanishi,,PO Box 176,,Trafford,AL,35172
17351,17351,282311044,Mignosa,U,Brock,,PO Box 876,,Rancocas,NJ,8073
17351,33683,272311444,Mignosa,U,nBrock,33,Coffey Street,2k0,Rancocas,NJ,8073
17351,32244,272311444,Mignosa,U,Brock,,PO Box 876,,Rancocas,NJ,8073
17354,17354,737454365,Auriol,,Thalman,144,Chet Ave,0r1,Glendale,UT,84729
17355,17355,248618081,Sullivan,R,Tull,907,Gatiss St,5l4,Proctor,AR,72376
17356,17356,288338755,echo,S,grzeskowiak,743,Lesourd Street,0z8,Ruby Valley,NV,89833
17356,30203,288338755,Jecho,S,Abiven,743,Lesourd Street,0z8,Ruby Valley,NV,89833
17358,19848,0,ommaso,I,budhram,260,Demetropoulo Ave,2j1,Baker,CA,92309
17358,17358,0,T,I,Kirwsn,260,Demetropoulo Ave,2j1,Baker,CA,92309
17358,22691,0,Tommaso,I,Kirwan,260,Demetropoulo Ave,2j1,Baker,CA,92309
17361,33475,518877158,Gizzi,,Hamasaki,781,Sardi Rd,5h6,San Diego,CA,92196
17361,17361,518877158,Gizzi,,Hamasaki,781,Sardi Rd,5h6,San Diego,CA,92196
17363,17363,0,Shillington,V,Melo,390,Shigemikui Street,4a1,Springfield,MO,65801
17363,23195,0,Shillington,V,Melo,539,Rouvel St,0d2,Fullerton,ND,58441
17365,17365,0,Lonn,G,Sindua,716,Giorano,6p6,Lynbrook,NY,11563
17365,32997,0,Lonn,G,Sindua,716,Giordano,6p6,Lynbrook,NY,11563
17365,27970,0,Lonn,G,Sindua,716,Giordano,6p6,Lynbrook,NY,11563
17368,17368,0,Bodiglio,,Takeyo,606,Thambusamy Street,4b5,Agana,GU,96915
17368,30903,0,Bodiglio,,Takeyo,606,Thambusamy Street,4b5,Agana,GU,96915
17370,17370,0,Saomaa,R,Hammersand,44,Kuramoto St,5s4,Mc Cullough,AL,36552
17370,22717,0,S,R,Hammersand,44,Kuramoto St,5s4,Mc Cullough,MD,36552
17370,19508,0,Salomaa,R,Hammersand,44,Kuramoto St,5s4,Mc Cullough,AL,36552
17373,17373,311803515,Henricksen,D,Fitzjarrell,783,Allyne Lane,1r2,Kimberly,ID,83341
17374,19434,533032424,Meryem,,Saiman,1,Zonner Street,4x1,Fairfield,ND,58627
17374,29554,533032424,Meryem,,Saiman,1,Zonner Street,4x1,Fairfield,ND,58627
17374,17374,533032424,Meryem,,Saiman,1,Zonner Street,4x1,Fairfield,ND,58627
17377,35106,523340781,Disbennett,H,Lokken,324,Jarwe St,5x7,Etna,NH,3750
17377,35903,523340781,Disbennett,H,Lokken,324,Jafwe St,5x7,Etnia,NH,3750
17377,17377,523340781,Disbennett,H,Lokken,324,Jarwe St,5x7,Etna,NH,3750
17380,23753,764834305,Carmel,L,nMeeen,11,Sephen Pkwy,8l8,Strasburg,CO,80136
17380,17380,764834305,Carmel,L,Meeken,11,Stephen Parkway,8l8,Strasburg,CO,80136
17382,17382,0,Krenning,U,Merola,762,Gripenberg Pkwy,2p2,Vance,SC,29163
17383,17383,632047587,Mcintyre,I,Gillig,911,Jule Street,2f0,Jonesboro,LA,71251
17384,29760,171882862,S,T,Llewellyn,5,Yueli Ave,1q7,Espanola,NM,87533
17384,17384,151682862,Svetz,T,Llewellyn,2,Yueli Ave,1q7,Espanola,NM,87533
17386,34213,778715624,Mesquita,D,Rangaswami,511,Castle Avenue,3n0,Deford,MI,58729
17386,17386,778715624,Mesquita,D,Rangaswami,511,Castle Avenue,3n0,Deford,MI,48729
17388,29242,232077777,Hurteau,,Coblentz,803,Gottlob Avenue,4l0,Signal Mountain,TN,37377
17388,17388,232077777,Hurteau,,Coblentz,803,Gottlob Avenue,4l0,Signal Mountain,TN,37377
17390,32672,0,Sobkow,W,Synnoeve,567,Lipsey Street,7v8,Old Orchard Beach,ME,4064
17390,17390,0,Sobkow,W,Synnoeve,172,Linkiewicz Street,5i3,Hanover,NM,88041
17390,35449,0,Sobkow,W,Synnoeve,567,Lipsey Street,7v8,Old Orchard Beach,ME,4064
17393,30413,0,Barringer,Y,Scholler,829,Kostens Road,4t7,Pasadena,MD,21122
17393,17393,0,Barringer,Y,Scholler,948,Charlerie Road,5s5,Kosrae,FM,96944
17393,22435,0,Barringer,Y,Scholler,908,Charlerie Road,5s5,Kosrae,FM,96944
17396,17396,0,Felska,T,Haldenwang,769,Bilal Pkwy,0x2,Lookout,KY,41542
17397,17397,533583111,Veora,D,Kevins,441,Zesiger Pkwy,5x6,Pretty Prairie,KS,67570
17397,33667,533583111,Veora,D,Kebvins,942,Bijons Street,1.00E+04,Hartland,ME,4943
17397,17902,533583111,Veora,D,Kevins,440,Zesiger Pkwy,5x6,Pretty Prairie,KS,67570
17400,17400,0,Valette,U,Reymond,878,Dorishampton Ln,1g0,Ogden,UT,84414
17400,25824,0,Valette,U,Reymond,878,Dorishampton Ln,1g0,Ogden,UT,84414
17402,17402,758410606,Roxy,R,Giannini,961,Hogan Street,4r7,Brownfield,ME,4010
17403,17403,0,Zibell,H,Eben,799,Danyette Pkwy,4n4,Ridgely,MD,21660
17404,17404,0,Ruohchyu,G,Brians,168,Alane Street,8.00E+03,Stillwater,ME,4489
17405,34640,0,Linsday,B,Olesko,486,Glofcheskie St,3y7,Ranchester,WY,82839
17405,17405,0,Linsday,B,Olesko,486,Glofcheskie St,3y7,Ranchester,WY,82839
17407,17407,0,Emalee,N,Cammy,524,Cubbihn Ave,0j5,San Juan,PR,904
17407,35645,0,Emalee,N,Cammy,524,Cubbin Ave,0j5,San Juan,PR,904
17409,30645,726384858,Grullon,E,Homan,351,Murielle Avenue,8b7,Raymond,NH,3077
17409,30078,726384858,Grullon,E,Homan,351,urielle Avenue,8b7,Raymond,NH,3077
17409,17409,726384858,Grullon,E,Homan,351,Murielle Avenue,8b7,Raymond,NH,3077
17412,20500,0,Hocking,J,ammloth,444,Lightsey,0f1,Valentine,NE,69201
17412,31970,0,Hocking,J,Kammloth,744,Lightsey,0f1,Valentine,NE,69201
17412,17412,0,Hocking,J,Kammloth,444,Lightsey,0f1,Valentine,NE,69201
17415,17415,282605813,Navnitlal,P,Parsiani,369,Nia Rd,0x0,Honolulu,HI,96809
17416,17416,265361461,Zuccala,R,Schmiedeberg,,PO Box 3107,,Jelm,WY,82063
17416,33571,161361461,Zuccala,R,Schmiedeberg,,PO Box 3107,,Jelm,WY,82063
17418,35726,618506077,dSpaugh,G,Umlor,749,Polgati Ave,3x6,Pittsburgh,PA,15225
17418,28024,618506077,Spaugh,G,Umlor,749,Polgati Ave,3x6,Pittsburgh,PA,15225
17418,17418,618506077,Spaugh,G,Umlor,749,Polgati Ave,3x6,Pittsburgh,PA,15225
17421,17421,268358270,Vesnauer,C,Luckett,427,Manriquez Avenue,4m6,Kosfae,FM,96944
17421,35969,268358270,Vesnauer,C,Luckett,427,Manriquez Avenue,4m6,Kosrae,FM,96944
17423,24327,0,Ona,F,Reinhard,408,Mado Ave,7z7,Birmingham,AL,35293
17423,17423,0,Ona,F,Reinhard,478,Mado Ave,7z7,Birmingham,AL,35293
17425,17425,552113058,Baumgart,F,Annour,980,Plavchak Avenue,3v7,Wahkiacus,WA,98670
17426,25026,415384324,Kwing,S,Diethard,691,Adahwai Rd,7g8,Libertyville,IA,52567
17426,36939,415384324,Kwing,S,Diethard,691,Adahwai Rd,7g8,Liberttville,IA,52567
17426,17426,415384324,Kwing,S,Diethard,691,Adahwai Rd,7g8,Libertyville,IA,52567
17429,17429,318542130,Kirley,,Mirabel,657,Goba Street,0d4,Great Falls,MT,59440
17429,35640,318542731,Kirley,,Mirabel,657,Goba Street,0d4,Great Falls,MT,59440
17431,17431,125584866,Calcote,C,Hazeldine,177,Evvy Road,3r0,Springfield,WI,53176
17432,28245,357301327,Delolmodiez,L,Capelle,900,Duarri Road,7i5,Daisetta,TX,77533
17432,17432,336301327,Delolmodiez,L,Capelle,900,Duarri Road,7i5,Daisetta,TX,77533
17434,17434,110015452,Madl,E,Disque,139,Lachombe St,8b2,Annapolis Junction,MD,20701
17434,25896,110015452,Madl,E,Disque,959,Akiyasu Ave,6d0,Annapolis Junction,MD,20701
17436,31067,682413432,Pirie,E,Tawater,185,Farooq Rd,7m1,Cedaerville,WV,26611
17436,17436,682413432,Pirie,E,Tawater,185,Farooq Rd,7m1,Cedarville,WV,26611
17438,17438,414030057,Whitelaw,D,Guisto,594,Barenie,8f5,Felton,DE,19943
17439,17439,0,Betler,,Dahlstrom,654,Fwp Avenue,5a6,Washingtonx,PA,20595
17439,27431,0,Belter,,Dahlstrom,654,Fwp Avenue,5a6,Washington,DC,20595
17439,22877,0,Belter,,Dahlstrom,654,Fwp Avenue,5a6,Washington,DC,20595
17442,25459,241701043,Vartkes,X,Denningham,809,Weise Street,2j3,Grand Junction,TN,38039
17442,17442,241701043,Vartkes,X,Denningham,809,Weise Street,2j3,Grand Junction,TN,38039
17444,17444,446741802,Pacey,R,Lawrence,916,Wolfs Ln,0z1,Buclin,KS,67834
17444,26679,446741802,Pacey,R,Lawrence,966,Wolfds Ln,0z1,Bucklin,KS,67834
17444,25160,446741802,Pacey,R,Lawrence,966,Wolfs Ln,0z1,Bucklin,KS,67834
17447,20432,242753008,Kinsey,,Reeds,178,Flavel Road,8y2,Redding Ridge,CT,6876
17447,33840,242753008,Kinsey,,Reeds,158,Flavel Road,8y2,Redding Ridge,CT,6876
17447,17447,242753008,Kinsey,,Reeds,178,Flavel Road,8y2,Redding Ridge,CT,6876
17450,17450,776656841,Ebers,S,Meijywan,799,Grolle Ave,3b4,Norgton,NE,24274
17450,18277,776656841,Ebers,S,Meijywan,799,Grolle Ave,3b4,Norton,VA,24274
17452,17452,0,Marguerit,F,Mont,134,Abigaeol Lane,2b2,aWshington,DC,20510
17452,36323,0,Margeurit,F,Mont,133,bAigael Lane,2b2,Washington,DC,20510
17452,24404,0,Marguerit,F,Mont,133,Abigael Lane,2b2,Washington,DC,20510
17455,24323,0,Louarn,Y,Waldman,697,Bruleboirs Ave,2h8,Richford,VT,5476
17455,32947,0,Louatrn,Y,Waldman,697,Brulebois Ave,2h8,Richford,VT,5476
17455,17455,0,Louarn,Y,Waldman,697,Brulebois Ave,2h8,Richford,VT,5476
17458,17458,444561466,Tabora,D,Jofur,621,Arrechea Pkwy,2q3,Merritt Island,FL,32954
17459,19433,344142746,Tuomola,F,Diumenjo,94,Hinchley Rd,4i2,Wabbaseka,AR,72175
17459,17459,344142386,Tuomola,F,Diumenjo,94,Hinchley Rd,4i2,Wabbaseka,AR,72175
17461,17461,0,Darricau,,Rek,338,Maestas Street,3g4,Milligan,FL,32537
17462,17462,454436810,Kirschner,X,Borha,573,Burella Street,0j1,Liscomb,IA,50148
17462,32395,454166810,Kirschner,X,magre,573,Burella Street,0j1,Liscomb,IA,50148
17462,33093,454436810,Kirschner,X,Borha,573,Burella Street,0j1,Liscomb,IA,50148
17465,24055,355488671,Chuen,I,Osterhoudt,956,Siegfrkie St,0w2,Crystal Bay,NV,89402
17465,34390,355488671,Chuen,I,Osterhoudt,956,iSegfrie St,0w2,Crystal Bay,NV,89402
17465,17465,355488671,Chuen,I,Osterhoudt,956,Siegfrie St,0w2,Crystal Bay,NV,89402
17468,29542,0,sAncheta,U,Dianah,527,Sanjoy Road,3d0,Burbank,CA,91523
17468,34734,0,Ancheta,U,Dianah,527,Sanjoy Road,3d0,Burbank,CA,91523
17468,17468,0,Ancheta,U,Dianah,527,Sanjoy Road,3d0,Burbank,CA,91523
17471,27381,267560758,Pohlmann,I,Noami,727,Sturaro Ln,1.00E+08,Bloomington,MD,21523
17471,22181,267560348,P,I,Noami,727,Sturaro Ln,1.00E+08,Bloomington,MD,21523
17471,17471,267560758,Pohlmann,I,Noami,727,Sturaro Ln,1.00E+08,Bloomington,MD,21523
17474,17474,687618745,Nakakubo,S,Oesterle,622,Iannicelli Road,1b1,Texhoma,OK,73949
17475,30118,664627422,Wiener,A,Maeder,237,Chiyoko Avenue,5t6,Saint George,WV,26290
17475,17475,634626422,Wiener,A,Maeder,237,Chiyoko Avenue,5t6,Saint George,WV,26290
17477,17477,0,Kalyani,C,Langill,,PO Box 4521,,Fitzpatrick,AL,36029
17477,30615,0,Kalyani,C,Langill,,PO Box 4521,,Fitzpatrick,AL,36029
17479,23621,155481380,Sligar,P,Hit,684,Camous Avenue,6q2,Prince Frederick,MD,20678
17479,18080,155481483,Sligar,P,iHt,686,Camous Avenue,6q2,Prince grederick,MD,20678
17479,17479,155481483,Sligar,P,Hit,684,Camous Avenue,6q2,Prince Frederick,MD,20678
17482,17482,602145075,Luigi,L,Pradeep,603,Angelos,7c6,Greenville,RI,2828
17482,22000,602145075,Luigi,L,Pradeep,603,Angelos,7c6,Greenville,RI,2828
17484,19517,435375012,Cesarz,T,Monzella,495,Vinni Parkway,5v2,Reeo,NV,89510
17484,17484,435375012,Cesarz,T,Monzella,495,Vinni Parkway,5v2,Reno,NV,89510
17486,17486,553685557,Deason,F,Bertelli,645,Hanami Ave,2k7,East Barre,VT,5649
17487,32875,168435088,Kade,J,Sarullah,278,Clayburn,2k1,East Bernard,TX,77435
17487,17487,168435088,Kade,J,Sarullah,278,Clayburn,2k1,East Bernard,TX,77435
17489,17489,451218174,Rust,O,Blunt,168,Couleard Road,4.00E+07,Columbia,MD,21045
17489,23112,451218174,Rust,O,Blunt,168,Couleard Road,4.00E+07,Columbia,MD,21045
17491,30299,663661126,Tarricone,,Daphnie,325,Tiina Road,7j2,New Kensington,PA,15068
17491,30401,663661126,Tarricone,,Daphnie,525,Tiina Road,7j2,New Kensington,PA,15068
17491,17491,663661126,Tarricone,,Daphnie,325,Tiina Road,7j2,New Kensington,PA,15068
17494,17494,385510647,Fitting,C,Deonigi,,oO Box 2568,,Vancourt,TX,76955
17494,31590,385510647,Fitting,C,Deonigi,663,Guay Rd,0c3,Vancourt,TX,76955
17496,17496,0,Gustavsen,,Khew,,PO Box 2628,,Koxville,TN,37900
17496,26915,0,Gustavsen,,Khew,,PO Box 2628,,Knoxfille,TN,37900
17496,37176,0,Gustavsen,,Khew,,PO Box 2628,,Knoxville,TN,37900
17499,17499,0,Kowal,Z,Mihelle,203,Niven Pkwy,6g0,Rupert,VT,5768
17499,21391,0,Kowal,Z,Michelle,203,biven Pkwy,6g0,Rupert,VT,5768
17499,24251,0,Kowal,Z,Michelle,203,Niven Pkwy,6g0,Rupert,VT,5768
17502,29123,0,Palau,P,Padriac,742,Modl St,7c6,Wsahburn,TN,37888
17502,17502,0,Palau,P,Padriac,757,Piburn Street,3f5,Washburn,TN,37888
17504,17504,203222800,Hanes,,Postigo,8,Cindelyn Ln,6p5,Sunset,ME,4683
17505,17505,620112060,Drenan,Z,Keef,671,Allister Rd,2m4,FPO xan Francisco,GU,96636
17505,25245,620112060,Drenan,Z,Keef,671,Allister Rd,2m4,FPO San Francisco,GU,96630
17507,17507,282064816,Rham,I,Angelika,340,Euler Avenue,3t2,Krakow,WI,54171
17508,17508,742784377,Gaye,G,Adelind,621,Boggia Rd,3q5,Gray Hawk,KY,40434
17509,17509,174431274,Badve,,Kollenborn,613,Dragutin Street,4y4,Peoria,AZ,85345
17510,36222,0,Houde,F,Bannat,,PO Box 330,,Mliton Mills,TN,3852
17510,17510,0,Houde,F,Bannat,,PO Box 330,,Milton Mills,NH,3852
17512,36730,748616884,Lamphere,Z,Mayu,627,Ritzi Parkway,5b4,Haleiwa,HI,96712
17512,17512,748616884,Lamphere,Z,Mayu,637,Ritzi Parkway,5b4,Haleiwa,HI,96712
17514,17514,135568826,Gueripel,Z,Purundar,682,Zieber Road,4r6,Noonan,ND,58765
17514,30384,635568846,Gueripel,Z,Purundar,667,Vonlehmden Rd,4o5,Mauckpoht,IN,47142
17514,29354,635568846,Gueripel,Z,Purundar,667,Vonlehmden Rd,4o5,Mauckport,IN,47142
17517,17517,476042707,Blume,B,Hamoui,812,Kleiser Pkwy,1x4,Canadian,OK,74425
17518,35018,702223380,Sharyl,O,Anbdulsallam,,PO Box 4698,,Sumterville,FL,33585
17518,17518,702223380,Sharyl,O,Abdulsallam,,PO Box 4698,,Sumterville,FL,33585
17520,17520,438616605,Carrol,E,Larina,567,Griesmann Avenue,2.00E+03,Kosre,FM,96944
17520,36311,438616605,Carrol,E,Larina,567,Griesmann Avenue,2.00E+03,Kosrae,FM,96944
17522,17522,0,Kerja,K,Dring,460,Lissnils Ave,3g3,Sunxook,NH,3275
17522,32642,0,Kerja,K,Dring,460,Lissnils Ave,3g3,Suncook,NH,3275
17524,31175,0,Raimondi,B,Naimpally,545,Donaj Avenue,4i7,Weston,MO,64098
17524,17524,0,Raimondi,B,Naimpally,167,Mistrulli Parkway,1s2,Weston,MO,64098
17524,37045,0,Raimondi,B,Naimpally,545,Donak Avenue,4i7,Weston,MO,64098
17527,17527,0,Yukawa,,Thimothy,496,Ngachi Ave,4n7,Brookneal,VA,24528
17527,33538,0,Yukawa,,Thimlothy,496,Ngachi Ave,4n7,Brookneal,VA,24528
17527,34413,0,Yukawa,,Thimothy,496,Ngachi Ave,4n7,Brookneal,VA,24528
17530,29595,658303165,Hanns,,Veu,192,Gietl Ave,2v3,Raynesford,MT,59469
17530,17530,658303165,Hanns,,Velu,192,Gietl Ave,2v3,Raynesford,MT,59469
17530,28006,658303165,Hanns,,Velu,192,Gietl Ave,2v3,Raynesford,MT,59469
17533,35926,0,Basa,,Chsak,410,Haenisch Road,4r0,Waterville Valleh,FM,3215
17533,17533,0,Basa,,Chak,410,Haenisch Road,4r0,Waterville Valley,NH,3215
17535,17535,657402285,An,V,Marcelissen,852,Mandhir Rd,3z6,Linville,NC,28646
17536,17536,183434682,Suibbarao,T,pris,,PO Box 4690,,Wwllfleet,NE,69170
17536,25817,183434682,Subbarao,T,Storbeck,,PO Box 4690,,Wellfleet,NE,69170
17538,17538,0,C,Y,Gauntt,648,Schalkwyk St,4l7,Picacho,AZ,85241
17538,28058,0,Cleymans,Y,Gauntt,648,Schalkwyk St,4l7,Picacho,AZ,85241
17540,17540,330658263,Dellinger,A,Valpuri,,PO Box 2723,,Audubom,IA,50025
17540,17988,330658263,Dellinger,A,Valpuri,,PO Box 2723,,Audubon,IA,50025
17542,17542,0,Donal,O,Clipsham,567,Zagosrki Av,0v6,Rochester,IN,46975
17542,36270,0,Donal,O,Clipsham,567,Zagorski Avenue,0v6,Rochester,IN,46975
17544,17544,0,Felfli,X,Ruddle,992,Descotes Road,7i5,Perrinton,MI,48871
17544,29009,0,Felfli,X,Ruddle,992,Desctoes Road,7i5,oerrinton,MI,48771
17544,23777,0,Felfli,X,Ruddle,992,Descotes Road,7i5,Perrinton,MI,48871
17547,17547,442443832,Buell,,Reifschneider,417,Dorena Ave,4l2,Saint Georges,DE,19733
17548,17548,578681813,Blaylock,K,Thys,177,Ohana Street,6u3,El Paso,TX,79924
17549,24807,621500678,Palmqvist,K,Hulme,125,Kimminh Avenue,2a7,Port Republic,VA,24471
17549,22703,621500678,Palmqvist,K,Hulme,525,Kimminnh Avenue,2a7,Port Republic,VA,24471
17549,17549,621500678,Palmqvist,K,Hulme,525,Kimminh Avenue,2a7,Port Republic,VA,24471
17552,27253,0,Gung,,Ascancio,570,Shired St,4a0,Paaugau,MA,96775
17552,17552,0,Gung,,Awscancio,870,Shired St,4a0,Paauhau,HI,96775
17552,25066,0,Gung,,Ascancio,570,Shired St,4a0,Paauhau,HI,96775
17555,17555,0,Antani,X,Tranchant,,PO Box 3087,,Coden,AL,36523
17556,29264,480064285,Barragan,T,Lui,38,Kahlil,1s0,Weare,NH,3281
17556,17556,480064285,Barragan,T,Lui,98,Kahlil,1s0,Weare,NH,3281
17558,17558,523886755,Saajah,S,Shiqin,861,Luelle Road,6f5,Scobey,MT,59263
17558,30558,523886755,Saajah,S,Shiqin,433,Duh Pkwy,3l5,Scobey,MT,59263
17558,34961,523886755,Saajah,S,Shiqin,933,Duh Pkwy,3l5,Scobey,MT,59263
17561,24397,0,Wosick,U,Michaenl,230,Gearard Avenue,3d8,Mohrwk,MI,49950
17561,17561,0,Wosick,U,Michael,230,Gearard Avenue,3d8,Mohawk,MI,49950
17563,23149,526615263,Stanicek,,Gut,583,Cards Parkway,6x7,Carthage,AR,71725
17563,20398,526615233,Stanicek,,Gut,,P OBox 412,,Carthage,AR,71725
17563,17563,526615243,Stanicek,,Gut,,PO Box 412,,Carthage,AR,71725
17566,17566,0,Monnier,O,Boeckx,629,Moehring Ave,0i3,Honolulu,HI,96849
17566,32527,0,Monnier,O,Boeckx,619,Moehring Ave,0i3,Honolulu,HI,96849
17568,31396,783154282,Ho,Y,Salama,273,Rabinovici St,1q8,Fair Oajs,IN,47943
17568,17568,783154237,Ho,Y,Salama,773,Rabinovici St,1q8,Fair Oaks,IN,47943
17570,17570,405521156,Errol,F,Tagliaferro,779,Margareeta Road,2u7,Castleford,ID,83321
17570,18237,405521156,Errol,F,Tagliaferro,779,Margareeta Road,2u7,Castleford,ID,83321
17572,19783,710721225,Neda,J,Wetzel,,PO Box 199,,Frnley,NV,89408
17572,17572,710721225,Neda,J,Wetzel,,PO Box 199,,Fernley,NV,89408
17574,17574,0,Dhanjal,S,Jomard,788,Ozan Ave,5.00E+06,Land O' Lakes,WI,54540
17575,17575,624362226,Atsuyuki,Z,Tihanyi,,PO Box 4060,,Frankford,DE,19945
17575,28552,624142226,Atsuyuki,Z,Tihanyi,,PO Boc 4060,,Frankford,DE,19945
17575,23705,624142226,Atsuyuki,Z,Tihanyi,,PO Box 4060,,Frankford,DE,19945
17578,25772,653502645,Dodi,c,Braga,48,Rocillo Rd,3j4,Mantorville,MN,55955
17578,17578,653502645,Dodi,Z,Braga,48,Rocillo Rd,3j4,Mantorville,MN,55955
17580,28509,461411751,Kuay,,Zirbel,926,Colp,1t8,Caspian,MI,49915
17580,17580,461411751,Kuay,,Zirbel,926,Colp,1t8,Casian,MI,49915
17580,32188,461411751,Kuay,,Zirbel,926,Colp,1t8,Caspian,MI,49915
17583,17583,0,Danya,O,Hover,,PO Box 4946,,Riceville,PA,16432
17584,17584,0,Honikel,,Hjelm,378,Polinsky Ave,4m3,Ames,KS,66931
17584,30748,0,Honikel,,Hjelm,378,Polinsky Ave,4m3,Ames,KS,66931
17586,17586,0,Greg,P,Orly,707,Yardy St,5t4,Agana,GU,96914
17587,37460,0,Homere,B,Emesh,83,Masaya Street,1l3,Svchroeder,MN,55613
17587,17587,0,Homere,B,Emesh,,PO Box 543,,Schroeder,MN,55613
17589,17589,655740480,Suyeda,G,Odlum,214,Zinola Parkway,6s3,Fruitland,UT,84027
17590,17590,164233884,aJnnay,E,Nishizawa,107,Barnabas,2c8,Neosho Falls,KS,66758
17590,18059,164233686,Jannay,E,Nishizawa,117,Barnabas,2c8,Neosho Falls,KS,66758
17592,17592,0,Behrmann,,Churcher,184,Saroja,1z1,Mountainair,NM,87036
17593,17593,136148343,Gainet,B,Kyung,942,Bhag Street,5z8,Haleyville,AL,35565
17594,29278,451048013,Traynor,N,Fromcke,384,Herbrand Avenue,2g7,eapella,IL,61777
17594,17594,451048013,Traynor,N,Fromcke,384,Herbrand Avenue,2g7,Wapella,IL,61777
17596,17596,674070301,Wiens,,Parvathy,239,Ainscow,2o3,Reva,SD,57651
17597,29654,0,Datasupport,,Leckich,164,Yenjhy,6r0,Washington Grove,MD,20880
17597,19269,0,Datasupport,,Lcekich,164,Yenjhy,6r0,Washington Grove,MD,20880
17597,17597,0,Datasupport,,Leckich,164,Yenjhy,6r0,Washington Grove,MD,20880
17600,17600,267258554,Yulma,X,Mujica,268,Vondrovec Ln,5w2,Hackensack,NJ,7605
17601,17601,330034570,Ammenah,Z,Menzies,973,Kandappar Street,5t0,Mqagnolia,KY,42757
17601,29428,330034570,Ammenah,Z,Menzies,973,Kandappar Street,5t0,Magnolia,KY,42757
17603,32080,512582360,Mimi,H,Deciccio,323,Bray,8f3,Sainrt David,IL,61563
17603,35467,512782365,cimi,H,Deciccio,326,Brya,8f3,Sain David,IL,61563
17603,17603,512582360,Mimi,H,Deciccio,323,Bray,8f3,Saint David,IL,61563
17606,17606,0,Bernig,J,Lamphere,389,Douthat Ave,4j7,Tacoma,WA,98444
17607,17607,0,Wolschon,M,Devel,783,Kurz Rd,7g1,Jackpot,NV,89825
17608,35402,575571658,Manzar,,Turton,690,Komura Rd,3t2,Huntley,AL,82218
17608,17608,575611658,Manzar,,Turton,227,Salaices Ln,5w1,Huntley,WY,82218
17610,34931,526770256,Amargo,,Rudell,,PO Box 1783,,Cruz Bay,VI,831
17610,29770,526770256,Amargo,,Rudell,,PO Box 1783,,Cruz Bay,VI,831
17610,17610,526770256,Amargo,,Rudell,,PO Box 1783,,Cruz Bay,VI,831
17613,21905,733045610,Subasinghe,P,Mondol,34,Mathilde Avenue,6m4,Seboyeta,NM,87055
17613,17613,733045610,Subasinghe,P,Mondol,34,Mathilde Avenue,6m4,Seboyeta,NM,87055
17615,18642,538370437,Townd,,Sumiko,,PO Box 3683,,Upland,CA,91716
17615,17615,538374837,Tlwnd,,Sumiko,,PO Box 3683,,pUland,CA,91786
17615,36905,538370437,Townd,,Sumiko,,PO Box 3683,,Upland,CA,91786
17618,17618,0,Audie,W,Guckenheimer,934,Combe Ave,0i3,Kealer,WA,99140
17618,23463,0,Audie,W,Guckenheimer,781,Fliet Parkway,6c6,Keller,WA,99140
17618,33838,0,Audie,W,Guckenheimer,934,Combe Ave,0i3,Keller,WA,99140
17621,20315,611863448,Carswell,F,Shyu,898,Yoram Avenue,0g1,Pittsville,MD,21850
17621,17621,611863448,Carswell,F,Shyu,898,Yoram Avenue,0g1,Pittsville,MD,21850
17623,17623,761485307,Darel,K,Mellott,81,Kluger Pkwy,8f6,River Rouge,MI,48218
17624,17624,351737876,Borozny,S,Parini,917,Hadfield Parkway,7v8,Farnam,NE,69029
17624,32943,351737876,Borozny,S,Parini,917,Hadfield Parkway,7v8,Farnam,NE,69029
17626,17626,437301448,Elspeth,M,Robotka,247,Pinna Lane,6u4,Emerson,NE,68733
17626,24160,437301828,Elspeth,M,Robotka,247,Pinna Lane,6u4,Emerson,NE,68733
17628,35340,407754656,Forecasting,N,Lauchlan,615,Nolan Ave,0v3,Sioux Falls,SD,57103
